iter	MultiClass
195	0.1199127934
196	0.1190661674
197	0.1182281225
198	0.1174089057
199	0.1165976834
200	0.1160476826
201	0.115259879
202	0.1147536881
203	0.113981226
204	0.113357277
205	0.1126063712
206	0.1119992483
207	0.1114018712
208	0.1106778788
209	0.1099611261
210	0.1092588741
211	0.1086905317
212	0.1080247185
213	0.1073090105
214	0.1068680729
215	0.106167948
216	0.1054787793
217	0.1048197232
218	0.1041977921
219	0.1035853988
220	0.1029263766
221	0.1022774108
222	0.1017737128
223	0.1011656499
224	0.1005979384
225	0.1000060685
226	0.09935418743
227	0.09874531274
228	0.09833753287
229	0.09774158488
230	0.0971543456
231	0.09675972965
232	0.09618472438
233	0.09561927091
234	0.09523684511
235	0.09467822452
236	0.09423945131
237	0.09369632551
238	0.09319638927
239	0.09262296426
240	0.09209172919
241	0.09173527567
242	0.09121464296
243	0.09070119106
244	0.09035553462
245	0.08985214736
246	0.08934941144
247	0.08901385571
248	0.08852402086
249	0.08813611133
250	0.08765227908
251	0.08721114581
252	0.08670323444
253	0.08623618367
254	0.08586755524
255	0.08541004757
256	0.08495305853
257	0.08459636051
258	0.08416475227
259	0.08368941857
260	0.08334331364
261	0.0828778379
262	0.08244834407
263	0.08211255733
264	0.08169150462
265	0.08127048374
266	0.08087187212
267	0.08054918537
268	0.08011245219
269	0.07970969294
270	0.07939633454
271	0.07896814754
272	0.07866100911
273	0.0782875101
274	0.07798646497
275	0.07757562567
276	0.07719564366
277	0.07681720528
278	0.0764163763
279	0.07609120642
280	0.07580638397
281	0.07552487236
282	0.07513815963
283	0.07477911929
284	0.07442317191
285	0.07404625177
286	0.07374117314
287	0.07347437941
288	0.07310795871
289	0.07284603122
290	0.07255211417
291	0.07221725874
292	0.0718644309
293	0.07157814361
294	0.07132788902
295	0.07099925289
296	0.0706784844
297	0.07034083768
298	0.07006636922
299	0.06982676064
300	0.06955773212
301	0.06924361272
302	0.06893755137
303	0.06861603811
304	0.06838641711
305	0.06812818919
306	0.06783265723
307	0.0675222935
308	0.06720505575
309	0.06700388284
310	0.06670973582
311	0.06649226737
312	0.06621037199
313	0.06596717701
314	0.06568152669
315	0.06541467439
316	0.06512472954
317	0.0648287707
318	0.06464066549
319	0.06436591871
320	0.06418095506
321	0.0639104043
322	0.06364271895
323	0.0633813613
324	0.06320179005
325	0.06293962647
326	0.06269231441
327	0.06247303354
328	0.06221683332
329	0.06196620954
330	0.06175205546
331	0.06150149125
332	0.06125644606
333	0.06099934196
334	0.06073846958
335	0.06048855332
336	0.06032413567
337	0.06008448551
338	0.0598498005
339	0.05960798104
340	0.05937394075
341	0.05919982694
342	0.05898625307
343	0.05881477157
344	0.05859000706
345	0.05838169368
346	0.05818951355
347	0.05796537162
348	0.05774697583
349	0.05752135038
350	0.0573200228
351	0.05715775718
352	0.05694137936
353	0.05672999296
354	0.05654822292
355	0.05634662307
356	0.05613584434
357	0.05591696942
358	0.05570480158
359	0.05551547
360	0.05536336902
361	0.05517678207
362	0.05498512581
363	0.05482850068
364	0.05462807789
365	0.05442516175
366	0.05424439664
367	0.05404483288
368	0.05385029807
369	0.05365979398
370	0.05348427121
371	0.05335368209
372	0.05316364749
373	0.05297213027
374	0.05280085647
375	0.05263123942
376	0.05244357488
377	0.05225993372
378	0.05208017326
379	0.05191532788
380	0.05179218267
381	0.05161266917
382	0.05144071689
383	0.05126387135
384	0.0511324975
385	0.05096009899
386	0.05082374496
387	0.0506885834
388	0.05050782757
389	0.0503343512
390	0.05017976816
391	0.05001693426
392	0.04984894155
393	0.04968473442
394	0.04952633437
395	0.04939766653
396	0.04927009529
397	0.0491067851
398	0.04893681699
399	0.04877350907
400	0.04865364677
401	0.04849682493
402	0.04835300645
403	0.04819355045
404	0.04805161143
405	0.04791093406
406	0.04779029706
407	0.04763446573
408	0.04748666152
409	0.04733980511
410	0.04722221574
411	0.04706219996
412	0.04691221122
413	0.0467634554
414	0.04661794744
415	0.04646941495
416	0.04631612355
417	0.04621733903
418	0.04607262711
419	0.04596485335
420	0.04582414966
421	0.04568806994
422	0.04557822826
423	0.04542876982
424	0.04532055131
425	0.04517334474
426	0.04503482893
427	0.04489571551
428	0.04475916136
429	0.04462232099
430	0.04448847524
431	0.04435591936
432	0.0442649151
433	0.04413182316
434	0.04403253507
435	0.04390275834
436	0.04376460496
437	0.04367598618
438	0.04353850929
439	0.04340940956
440	0.04328028014
441	0.04315466769
442	0.04305961268
443	0.04296168086
444	0.04282879977
445	0.04273224004
446	0.04260126017
447	0.04247755596
448	0.04235367553
449	0.04223163174
450	0.04211125732
451	0.04199199154
452	0.04190999789
453	0.041820184
454	0.04168806249
455	0.04159649708
456	0.04147833246
457	0.04136245819
458	0.04123841418
459	0.04115933127
460	0.04103731559
461	0.04092207978
462	0.04080664719
463	0.04072936765
464	0.0406159776
465	0.04050340906
466	0.04039223396
467	0.04028008187
468	0.04017029886
469	0.04008731214
470	0.04000487954
471	0.03988330493
472	0.03979907401
473	0.03968471871
474	0.0395769194
475	0.03947079282
476	0.03939083347
477	0.03930875474
478	0.03919166266
479	0.03911064786
480	0.0390301931
481	0.03892046311
482	0.03881660679
483	0.03871420105
484	0.03861036909
485	0.03850920366
486	0.03839676146
487	0.0383192112
488	0.03821344565
489	0.03811312259
490	0.03801247782
491	0.03791337997
492	0.03781537272
493	0.03770965973
494	0.03764291239
495	0.0375765814
496	0.03747474999
497	0.03737819618
498	0.03728149761
499	0.03718610089
500	0.03709146206
501	0.03702703332
502	0.03693287017
503	0.0368395839
504	0.03677605391
505	0.0366831002
506	0.03659113782
507	0.03649846299
508	0.03642925707
509	0.03636047714
510	0.0362594902
511	0.0361690352
512	0.03607954229
513	0.0360121188
514	0.03594333961
515	0.03584467399
516	0.03575618789
517	0.03566871583
518	0.03557397309
519	0.03548014686
520	0.03542095976
521	0.03532967282
522	0.0352710959
523	0.03518080854
524	0.03509528549
525	0.03500963424
526	0.03492508164
527	0.03484132776
528	0.03477808872
529	0.03471522321
530	0.03465272756
531	0.03458881252
532	0.03449706001
533	0.03443388624
534	0.03434787199
535	0.03426633383
536	0.03418557209
537	0.03409826058
538	0.03401711456
539	0.03393316197
540	0.03385407058
541	0.03380002466
542	0.03371727344
543	0.03363848371
544	0.03358517125
545	0.03350706463
546	0.03342943572
547	0.03335237222
548	0.03327469622
549	0.03319845356
550	0.03314097341
551	0.03308381773
552	0.03302545694
553	0.03294136368
554	0.03288365309
555	0.03282628438
556	0.03274821563
557	0.0326738458
558	0.03260015999
559	0.03252573995
560	0.03245282426
561	0.03237160395
562	0.03231601503
563	0.0322403736
564	0.03216817529
565	0.03211917361
566	0.03204757665
567	0.03197657084
568	0.0319049129
569	0.03183428056
570	0.03176421671
571	0.03171142439
572	0.03163531011
573	0.03158786918
574	0.0315154623
575	0.03146845994
576	0.03139958217
577	0.03133110225
578	0.03126314029
579	0.03119461292
580	0.03114363284
581	0.03107657662
582	0.03100172304
583	0.03095051345
584	0.03089959087
585	0.030830296
586	0.03076413665
587	0.03069774097
588	0.03063239867
589	0.03058319333
590	0.03051068562
591	0.03044586481
592	0.03039728543
593	0.03032691008
594	0.03027874479
595	0.0302091268
596	0.03014010121
597	0.03007395732
598	0.03003094745
599	0.02996542995
600	0.02992279962
601	0.02985789927
602	0.02979563597
603	0.02973371604
604	0.02967149137
605	0.02962972575
606	0.02956854948
607	0.02950751678
608	0.02946622917
609	0.02940569616
610	0.02934537894
611	0.02928485849
612	0.02922507972
613	0.02916550435
614	0.02910633262
615	0.02906609645
616	0.02900710433
617	0.02896279223
618	0.02890448406
619	0.0288605734
620	0.02879551547
621	0.02875103298
622	0.02870678457
623	0.02864682382
624	0.02860300432
625	0.02853921621
626	0.02848225613
627	0.02842505342
628	0.02836862927
629	0.02831239431
630	0.02827015128
631	0.02821445662
632	0.02815360936
633	0.02811584407
634	0.02805825599
635	0.02802080409
636	0.02796372679
637	0.02790894381
638	0.02785444555
639	0.02779967178
640	0.02774564372
641	0.02770901454
642	0.02765527684
643	0.02760184739
644	0.02754810999
645	0.02749500533
646	0.02745506835
647	0.02740241502
648	0.02736282302
649	0.02730410204
650	0.02726407474
651	0.02722424792
652	0.02716622726
653	0.02711451538
654	0.02706310037
655	0.0270244381
656	0.02698533804
657	0.02692835078
658	0.02688961356
659	0.02683692844
660	0.02679854369
661	0.02674635384
662	0.02669618769
663	0.02664569884
664	0.02659597776
665	0.02656034045
666	0.02651098052
667	0.02647562671
668	0.02642662355
669	0.02637786156
670	0.02632879322
671	0.02629396052
672	0.02623982457
673	0.02619172509
674	0.02614338135
675	0.02610908836
676	0.02607273995
677	0.02601955682
678	0.0259835337
679	0.02593632549
680	0.02588934548
681	0.02585576032
682	0.02580911083
683	0.02575704901
684	0.02571080088
685	0.02566400617
686	0.025631034
687	0.02559609815
688	0.02556132565
689	0.02551030419
690	0.02546489509
691	0.02541970114
692	0.02538739455
693	0.02534251194
694	0.02531044898
695	0.02526587412
696	0.0252215082
697	0.02518463864
698	0.02514799145
699	0.02511156427
700	0.02507816617
701	0.0250290689
702	0.02498559219
703	0.02495450065
704	0.02491131659
705	0.02487572919
706	0.02483287579
707	0.02479762861
708	0.02476258785
709	0.02472775136
710	0.02469545727
711	0.02464787648
712	0.02460585905
713	0.02457578957
714	0.02453404939
715	0.02449249779
716	0.02445856793
717	0.02442483198
718	0.024391288
719	0.02435028663
720	0.0243170514
721	0.02428400318
722	0.02424566317
723	0.02420752977
724	0.02417482046
725	0.02414401494
726	0.02410624043
727	0.02406866772
728	0.02403129488
729	0.02400085721
730	0.02395587852
731	0.02392569035
732	0.02388879608
733	0.02385881404
734	0.02381442566
735	0.02378468727
736	0.02374826151
737	0.02371872437
738	0.02367491369
739	0.02363611782
740	0.02360017549
741	0.02356009078
742	0.02352440909
743	0.0234846321
744	0.02344508554
745	0.02340705048
746	0.02337179232
747	0.02333267637
748	0.02329767082
749	0.02325885073
750	0.02322142431
751	0.02319135326
752	0.02316144358
753	0.02312691065
754	0.02309722614
755	0.02306293419
756	0.0230288166
757	0.02300305782
758	0.02296643032
759	0.02294083974
760	0.02290443144
761	0.02287535238
762	0.02283919535
763	0.02281036604
764	0.02278168765
765	0.0227531588
766	0.02271743972
767	0.02268915264
768	0.02265599439
769	0.02262791361
770	0.02259498218
771	0.02256221601
772	0.02253439831
773	0.02250769173
774	0.02247521046
775	0.02245063486
776	0.02242416115
777	0.02239779517
778	0.02237153619
779	0.02233693463
780	0.022312697
781	0.02227829658
782	0.02225421219
783	0.022220011
784	0.02219238872
785	0.0221648795
786	0.02213331626
787	0.02210955208
788	0.02207576894
789	0.02203762536
790	0.02200408955
791	0.02196937853
792	0.02193608629
793	0.02190512822
794	0.02188184949
795	0.02184882314
796	0.02181814911
797	0.02178403972
798	0.02175011267
799	0.02171970205
800	0.02169684968
801	0.02166436866
802	0.02163423457
803	0.02160078713
804	0.02156861115
805	0.02153544093
806	0.02151014845
807	0.02148497884
808	0.02145318778
809	0.02142821735
810	0.02139863558
811	0.02137383551
812	0.02134444553
813	0.02131519612
814	0.02129315983
815	0.02126191013
816	0.02123744976
817	0.02120851024
818	0.02118421482
819	0.02115546054
820	0.02113375312
821	0.02110296157
822	0.02107894802
823	0.02104834879
824	0.02102452084
825	0.02100080466
826	0.02096480977
827	0.02092903728
828	0.020905516
829	0.02087000509
830	0.02084881696
831	0.02082591106
832	0.02080153049
833	0.02077724439
834	0.02075305216
835	0.02073040601
836	0.02070636383
837	0.02068241401
838	0.0206487838
839	0.02062641157
840	0.02059699036
841	0.02057636063
842	0.02054709721
843	0.02051276383
844	0.02049230555
845	0.0204688599
846	0.02044550319
847	0.02041265887
848	0.02038382676
849	0.0203551032
850	0.02032143412
851	0.02030133773
852	0.020281313
853	0.02025285911
854	0.02022451164
855	0.02019128417
856	0.02017146695
857	0.02014876919
858	0.02011687215
859	0.02008888303
860	0.02006928062
861	0.02004143787
862	0.02000881474
863	0.01998937109
864	0.01996174346
865	0.01992942708
866	0.01991014016
867	0.01988802237
868	0.01985695102
869	0.01982966791
870	0.01981058735
871	0.01978344509
872	0.01975640204
873	0.01972473166
874	0.01970584398
875	0.01968702172
876	0.01966022437
877	0.01963864228
878	0.01960835149
879	0.01958177838
880	0.01955067013
881	0.01953213016
882	0.01950575736
883	0.01947493457
884	0.01945370167
885	0.01942311699
886	0.01939349232
887	0.01937364134
888	0.01935542453
889	0.0193356831
890	0.01931482034
891	0.0192940325
892	0.01927331916
893	0.01925378438
894	0.01923319021
895	0.01920417512
896	0.01917859584
897	0.01915310758
898	0.01913530049
899	0.01910993958
900	0.0190922293
901	0.01906699471
902	0.01903752828
903	0.01901720075
904	0.01899709415
905	0.01897705842
906	0.01895812269
907	0.01893820039
908	0.01891007151
909	0.01888528484
910	0.01886797333
911	0.01884330883
912	0.01881453462
913	0.01879735495
914	0.01877286965
915	0.01874434983
916	0.01872730044
917	0.01869980031
918	0.01867555973
919	0.0186559843
920	0.01863767351
921	0.01861360888
922	0.0185875712
923	0.01857080299
924	0.01855166265
925	0.01853258817
926	0.01850566468
927	0.01848766961
928	0.01846395822
929	0.01844481538
930	0.01842695056
931	0.01840815108
932	0.01839038534
933	0.01837168886
934	0.0183530559
935	0.01833448611
936	0.01830975254
937	0.01829221287
938	0.01826764163
939	0.01824446828
940	0.01822829551
941	0.01820523278
942	0.01818224814
943	0.01816619116
944	0.01814800675
945	0.01812516935
946	0.01809846871
947	0.01808255894
948	0.01806455719
949	0.01803896972
950	0.01801639048
951	0.01799004137
952	0.01797432026
953	0.01795189818
954	0.01793375711
955	0.01791605418
956	0.01789089724
957	0.01786868985
958	0.01784456263
959	0.01782054881
960	0.01780510716
961	0.01778849331
962	0.01777193312
963	0.01775456754
964	0.0177372588
965	0.01771417169
966	0.01769777996
967	0.01767323629
968	0.0176503564
969	0.01763410922
970	0.01761247973
971	0.01759092133
972	0.0175758686
973	0.01755440956
974	0.01753943242
975	0.01751807201
976	0.01749940481
977	0.01747815872
978	0.01745698175
979	0.01743384131
980	0.01741536386
981	0.01739433922
982	0.01737137417
983	0.01735304023
984	0.01733731432
985	0.0173207897
986	0.01730431787
987	0.01728870555
988	0.01727231804
989	0.01725598262
990	0.01723969902
991	0.01721796979
992	0.01720254267
993	0.01718638686
994	0.01716483603
995	0.01714952893
996	0.01713349921
997	0.01711212445
998	0.01709176799
999	0.01707402708
